"LEVEL_ID","UNIT_ID","CODE","P_IDENT","Catalog_ID","S_NYSM_NUM","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","zN","comp.grp","art.grp"
1911,460,"UCN","PIN 1BOW.27.101",6196,12644,"EU","15","2 (SE)",25,53,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,1,0.255550625999976,"3","2"
1911,460,"CCG","PIN 1BOW.27.101",6194,12644,"EU","15","2 (SE)",25,53,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.454858826147342,"3","3"
1911,460,"PCAR","PIN 1BOW.27.101",6187,12644,"EU","15","2 (SE)",25,53,"Domestic","Other","Plastic","Plastic","plastic automobile light cover",NA,NA,2,0.894427190999916,"3","1"
1911,460,"MBG","PIN 1BOW.27.101",6195,12644,"EU","15","2 (SE)",25,53,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,4,0.774224535340956,"3","1"
1911,460,"ASP","PIN 1BOW.27.101",6184,12644,"EU","15","2 (SE)",25,53,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,1,0.384110639798688,"3","1"
1911,460,"CFG","PIN 1BOW.27.101",6192,12644,"EU","15","2 (SE)",25,53,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,2,0.368710879169981,"3","1"
1911,460,"OMO","PIN 1BOW.27.101",6190,12644,"EU","15","2 (SE)",25,53,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,16,1.21443420245194,"3","2"
1911,460,"MCN","PIN 1BOW.27.101",6197,12644,"EU","15","2 (SE)",25,53,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,4,0.30510802855859,"3","2"
1911,460,"AFG","PIN 1BOW.27.101",6193,12644,"EU","15","2 (SE)",25,53,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,2,0.45358750731723,"3","2"
1912,460,"CBG","PIN 1BOW.27.101",6146,12644,"EU","15","3 (SE)",28.4,34.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,0.432425565755194,"3","1"
1873,448,"XI","PIN 1BOW.27.101",5611,12644,"EU","09B","2",20,50.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,3,0.771690104885069,"2","2"
1873,448,"UTI","PIN 1BOW.27.101",5612,12644,"EU","09B","2",20,50.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,1,0.487339717240448,"2","2"
1873,448,"UCN","PIN 1BOW.27.101",5615,12644,"EU","09B","2",20,50.8,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,1,0.255550625999976,"2","2"
1873,448,"UDB","PIN 1BOW.27.101",5606,12644,"EU","09B","2",20,50.8,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,1,0.273009453115974,"2","2"
1873,448,"TOOL","PIN 1BOW.27.101",5617,12644,"EU","09B","2",20,50.8,"Domestic","Metal","Domestic/Activity","Tools","large-handled tool part",NA,NA,1,0.707106781186547,"2","1"
1873,448,"OCH","PIN 1BOW.27.101",5608,12644,"EU","09B","2",20,50.8,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,7,0.794932905019033,"2","2"
1873,448,"MCN","PIN 1BOW.27.101",5614,12644,"EU","09B","2",20,50.8,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"2","2"
1873,448,"ANW","PIN 1BOW.27.101",5613,12644,"EU","09B","2",20,50.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.616441400296898,"2","2"
1873,448,"NSK","PIN 1BOW.27.101",5610,12644,"EU","09B","2",20,50.8,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.723746864455746,"2","2"
1873,448,"UN","PIN 1BOW.27.101",5616,12644,"EU","09B","2",20,50.8,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified nail",NA,NA,1,0.874474632195206,"2","2"
1873,448,"BRSW","PIN 1BOW.27.101",5609,12644,"EU","09B","2",20,50.8,"Domestic","Ceramics","Sherd","Stoneware","Bristol-style glazed stoneware, buff bodied, clear glossy glaze, caramel colored near mouth of bottle, ""ginger beer style""",1835,1900,1,0.816496580927726,"2","1"
1873,448,"CS","PIN 1BOW.27.101",5607,12644,"EU","09B","2",20,50.8,"Other","Shell","Refuse/Unmodified","Clam Shell","clam shell",NA,NA,1,0.296174438879546,"2","2"
1872,448,"OCO","PIN 1BOW.27.101",5598,12644,"EU","09B","1",6.6,20,"Domestic","Other","Debris","Coal","coal",NA,NA,2,0.592485663092346,"1","1"
1872,448,"OCI","PIN 1BOW.27.101",5599,12644,"EU","09B","1",6.6,20,"Domestic","Other","Debris","Coal","cinder",NA,NA,2,0.336908560264605,"1","1"
1872,448,"UIS","PIN 1BOW.27.101",5605,12644,"EU","09B","1",6.6,20,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"1","1"
1872,448,"STY","PIN 1BOW.27.101",5600,12644,"EU","09B","1",6.6,20,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,0.322748612183951,"1","1"
1872,448,"KB","PIN 1BOW.27.101",5596,12644,"EU","09B","1",6.6,20,"Domestic","Bone/Antler","Refuse/Unmodified","Bone","kitchen bone",NA,NA,2,0.422681972205808,"1","2"
1872,448,"ASP","PIN 1BOW.27.101",5597,12644,"EU","09B","1",6.6,20,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,2,0.768221279597376,"1","1"
1872,448,"MCN","PIN 1BOW.27.101",5602,12644,"EU","09B","1",6.6,20,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,2,0.152554014279295,"1","2"
1872,448,"UCN","PIN 1BOW.27.101",5603,12644,"EU","09B","1",6.6,20,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,1,0.255550625999976,"1","2"
1872,448,"UN","PIN 1BOW.27.101",5604,12644,"EU","09B","1",6.6,20,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified nail",NA,NA,1,0.874474632195206,"1","2"
1872,448,"XI","PIN 1BOW.27.101",5601,12644,"EU","09B","1",6.6,20,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,3,0.771690104885069,"1","2"
1874,448,"MTI","PIN 1BOW.27.101",5622,12644,"EU","09B","3",58,120,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","mulberry transfer-printed ironstone/whiteware",1825,1875,1,0.27116307227332,"2","2"
1874,448,"ANW","PIN 1BOW.27.101",5623,12644,"EU","09B","3",58,120,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.616441400296898,"2","2"
1874,448,"OCH","PIN 1BOW.27.101",5621,12644,"EU","09B","3",58,120,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,5,0.567809217870738,"2","2"
1874,448,"XI","PIN 1BOW.27.101",5624,12644,"EU","09B","3",58,120,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,1,0.25723003496169,"2","2"
1874,448,"OCO","PIN 1BOW.27.101",5620,12644,"EU","09B","3",58,120,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"2","1"
1874,448,"AFG","PIN 1BOW.27.101",5619,12644,"EU","09B","3",58,120,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"2","2"
1914,461,"ASP","PIN 1BOW.27.101",4575,12644,"EU","15A","1",3.8,28.5,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,4,1.53644255919475,"3","1"
1914,461,"XI","PIN 1BOW.27.101",4586,12644,"EU","15A","1",3.8,28.5,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,2,0.514460069923379,"3","2"
1914,461,"OCN","PIN 1BOW.27.101",4587,12644,"EU","15A","1",3.8,28.5,"Architectural","Metal","Architectural Hardware","Cut Nail","other cut nail",1835,1880,1,0.866025403784439,"3","2"
1914,461,"MSK","PIN 1BOW.27.101",4585,12644,"EU","15A","1",3.8,28.5,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,0.707106781186547,"3","2"
1914,461,"CFG","PIN 1BOW.27.101",4593,12644,"EU","15A","1",3.8,28.5,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,1,0.184355439584991,"3","1"
1914,461,"STY","PIN 1BOW.27.101",4578,12644,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,10,3.22748612183951,"3","1"
1914,461,"PLAS","PIN 1BOW.27.101",4583,12644,"EU","15A","1",3.8,28.5,"Other","Other","Plastic","Plastic","unidentified plastic",NA,NA,1,0.650443635587991,"3","1"
1914,461,"OBR","PIN 1BOW.27.101",4574,12644,"EU","15A","1",3.8,28.5,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,5,0.610070415117466,"3","2"
1914,461,"OPLA","PIN 1BOW.27.101",4580,12644,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","other plastic",NA,NA,1,0.816496580927726,"3","1"
1914,461,"CLOT","PIN 1BOW.27.101",4572,12644,"EU","15A","1",3.8,28.5,"Other","Other","Fabric","Cloth","cloth",NA,NA,1,1,"3","1"
1914,461,"OTFG","PIN 1BOW.27.101",4594,12644,"EU","15A","1",3.8,28.5,"Architectural","Glass","Flat Glass","Flat Glass","other flat glass",NA,NA,2,0.942809041582063,"3","1"
1914,461,"OMO","PIN 1BOW.27.101",4576,12644,"EU","15A","1",3.8,28.5,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,3,0.227706412959739,"3","2"
1914,461,"USN","PIN 1BOW.27.101",4589,12644,"EU","15A","1",3.8,28.5,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified square nail",NA,NA,1,0.421997857554777,"3","1"
1914,461,"PCAR","PIN 1BOW.27.101",4581,12644,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","plastic automobile light cover",NA,NA,1,0.447213595499958,"3","1"
1914,461,"MBG","PIN 1BOW.27.101",4592,12644,"EU","15A","1",3.8,28.5,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,4,0.774224535340956,"3","1"
1914,461,"UTI","PIN 1BOW.27.101",4584,12644,"EU","15A","1",3.8,28.5,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,1,0.487339717240448,"3","2"
1914,461,"PLID","PIN 1BOW.27.101",4577,12644,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","coffee/soda lid",NA,NA,1,0.707106781186547,"3","1"
1914,461,"MCN","PIN 1BOW.27.101",4588,12644,"EU","15A","1",3.8,28.5,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"3","2"
1914,461,"MCN","PIN 1BOW.27.101",4590,12644,"EU","15A","1",3.8,28.5,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,4,0.30510802855859,"3","2"
1914,461,"SCR","PIN 1BOW.27.101",4591,12644,"EU","15A","1",3.8,28.5,"Architectural","Metal","Architectural Hardware","Other Hardware","screw",NA,NA,1,0.816496580927726,"3","1"
1914,461,"COIN","PIN 1BOW.27.101",4573,12644,"EU","15A","1",3.8,28.5,"Domestic","Metal","Personal Item","Coin","coin",NA,NA,1,1,"3","1"
1914,461,"PWRA","PIN 1BOW.27.101",4579,12644,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,3,0.879452954966893,"3","1"
1915,462,"OBR","PIN 1BOW.27.101",6165,12644,"EU","15B","1",9.5,34.4,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,2,0.244028166046987,"1","2"
1915,462,"STY","PIN 1BOW.27.101",6168,12644,"EU","15B","1",9.5,34.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,0.645497224367903,"1","1"
1915,462,"MBG","PIN 1BOW.27.101",6174,12644,"EU","15B","1",9.5,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,17,3.29045427519906,"1","1"
1915,462,"AFG","PIN 1BOW.27.101",6176,12644,"EU","15B","1",9.5,34.4,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"1","2"
1915,462,"UTI","PIN 1BOW.27.101",6172,12644,"EU","15B","1",9.5,34.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,2,0.974679434480897,"1","2"
1915,462,"UCN","PIN 1BOW.27.101",6180,12644,"EU","15B","1",9.5,34.4,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,3,0.766651877999928,"1","2"
1915,462,"NSK","PIN 1BOW.27.101",6171,12644,"EU","15B","1",9.5,34.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.723746864455746,"1","2"
1915,462,"UB","PIN 1BOW.27.101",6170,12644,"EU","15B","1",9.5,34.4,"Other","Bone/Antler","Refuse/Unmodified","Bone","unmodified bone",NA,NA,1,0.707106781186547,"1","1"
1915,462,"MCN","PIN 1BOW.27.101",6179,12644,"EU","15B","1",9.5,34.4,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,2,0.152554014279295,"1","2"
1915,462,"ASP","PIN 1BOW.27.101",6163,12644,"EU","15B","1",9.5,34.4,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,4,1.53644255919475,"1","1"
1915,462,"LGFG","PIN 1BOW.27.101",6178,12644,"EU","15B","1",9.5,34.4,"Architectural","Glass","Flat Glass","Flat Glass","light green flat glass (not 18th century)",NA,NA,1,0.0336717514850737,"1","1"
1915,462,"PWRA","PIN 1BOW.27.101",6167,12644,"EU","15B","1",9.5,34.4,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,2,0.586301969977929,"1","1"
1915,462,"OCO","PIN 1BOW.27.101",6164,12644,"EU","15B","1",9.5,34.4,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"1","1"
1915,462,"CBG","PIN 1BOW.27.101",6175,12644,"EU","15B","1",9.5,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,6,2.59455339453116,"1","1"
1915,462,"XI","PIN 1BOW.27.101",6173,12644,"EU","15B","1",9.5,34.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,2,0.514460069923379,"1","2"
1915,462,"OWN","PIN 1BOW.27.101",6181,12644,"EU","15B","1",9.5,34.4,"Architectural","Metal","Architectural Hardware","Wrought Nail","other wrought nail",1750,1820,1,1,"1","1"
1915,462,"CFG","PIN 1BOW.27.101",6177,12644,"EU","15B","1",9.5,34.4,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,1,0.184355439584991,"1","1"
1915,462,"CF","PIN 1BOW.27.101",6182,12644,"EU","15B","1",9.5,34.4,"Domestic","Metal","Domestic/Activity","Cans","can frag",NA,NA,14,0.658504607868518,"1","1"
1915,462,"PCAP","PIN 1BOW.27.101",6166,12644,"EU","15B","1",9.5,34.4,"Domestic","Other","Plastic","Plastic","plastic bottle/jar cap",NA,NA,3,0.948683298050514,"1","3"
1915,462,"PLAS","PIN 1BOW.27.101",6169,12644,"EU","15B","1",9.5,34.4,"Other","Other","Plastic","Plastic","unidentified plastic",NA,NA,1,0.650443635587991,"1","1"
1916,462,"CFG","PIN 1BOW.27.101",6154,12644,"EU","15B","2",34.4,48,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,1,0.184355439584991,"3","1"
1916,462,"GBG","PIN 1BOW.27.101",6147,12644,"EU","15B","2",34.4,48,"Domestic","Glass","Glass Vessel","Bottle Glass","green bottle glass",NA,NA,1,0.349215147884789,"3","1"
1916,462,"MCN","PIN 1BOW.27.101",6161,12644,"EU","15B","2",34.4,48,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"3","2"
1916,462,"CCG","PIN 1BOW.27.101",6157,12644,"EU","15B","2",34.4,48,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.454858826147342,"3","3"
1916,462,"CWN","PIN 1BOW.27.101",6162,12644,"EU","15B","2",34.4,48,"Architectural","Metal","Architectural Hardware","Wire Nail","common wire nail",1875,1970,1,0.362033094019108,"3","3"
1916,462,"PSEA","PIN 1BOW.27.101",6148,12644,"EU","15B","2",34.4,48,"Other","Other","Plastic","Plastic","plastic twist top cap seal",NA,NA,1,0.707106781186547,"3","1"
1916,462,"PLAS","PIN 1BOW.27.101",6149,12644,"EU","15B","2",34.4,48,"Other","Other","Plastic","Plastic","unidentified plastic",NA,NA,1,0.650443635587991,"3","1"
1916,462,"USN","PIN 1BOW.27.101",6159,12644,"EU","15B","2",34.4,48,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified square nail",NA,NA,1,0.421997857554777,"3","1"
1916,462,"UB","PIN 1BOW.27.101",6150,12644,"EU","15B","2",34.4,48,"Other","Bone/Antler","Refuse/Unmodified","Bone","unmodified bone",NA,NA,1,0.707106781186547,"3","1"
1916,462,"FOIL","PIN 1BOW.27.101",6152,12644,"EU","15B","2",34.4,48,"Domestic","Metal","Domestic/Activity","Aluminum","aluminum foil frag",NA,NA,1,0.707106781186547,"3","4"
1916,462,"OPOP","PIN 1BOW.27.101",6151,12644,"EU","15B","2",34.4,48,"Domestic","Metal","Domestic/Activity","Cans","aluminum can pull tab",NA,NA,1,0.707106781186547,"3","3"
1916,462,"ASP","PIN 1BOW.27.101",6158,12644,"EU","15B","2",34.4,48,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,1,0.384110639798688,"3","1"
1916,462,"MBG","PIN 1BOW.27.101",6155,12644,"EU","15B","2",34.4,48,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.193556133835239,"3","1"
1916,462,"LG","PIN 1BOW.27.101",6156,12644,"EU","15B","2",34.4,48,"Domestic","Glass","Other Glass","Lamp Glass","lamp glass",NA,NA,1,0.358057437019716,"3","1"
1916,462,"UIS","PIN 1BOW.27.101",6160,12644,"EU","15B","2",34.4,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"3","1"
1916,462,"OSL","PIN 1BOW.27.101",6153,12644,"EU","15B","2",34.4,48,"Domestic","Other","Debris","Coal","slag",NA,NA,1,0.197927405206957,"3","1"
1868,446,"MCN","PIN 1BOW.27.101",5631,12644,"EU","09","4",56.25,96,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,3,0.228831021418942,"2","2"
1868,446,"BEI","PIN 1BOW.27.101",5626,12644,"EU","09","4",56.25,96,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue edge-decorated ironstone/whiteware",1830,1860,1,0.451753951452626,"2","2"
1868,446,"OMO","PIN 1BOW.27.101",5629,12644,"EU","09","4",56.25,96,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,5,0.379510688266232,"2","2"
1868,446,"OBG","PIN 1BOW.27.101",5625,12644,"EU","09","4",56.25,96,"Domestic","Glass","Glass Vessel","Bottle Glass","olive-green bottle glass",NA,NA,1,0.654653670707977,"2","1"
1868,446,"ANW","PIN 1BOW.27.101",5627,12644,"EU","09","4",56.25,96,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.616441400296898,"2","2"
1868,446,"UDB","PIN 1BOW.27.101",5628,12644,"EU","09","4",56.25,96,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,2,0.546018906231948,"2","2"
1868,446,"UCN","PIN 1BOW.27.101",5630,12644,"EU","09","4",56.25,96,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,1,0.255550625999976,"2","2"
1865,446,"UIS","PIN 1BOW.27.101",5559,12644,"EU","09","1",5.8,18,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,1.25935563988607,"1","1"
1865,446,"STY","PIN 1BOW.27.101",5557,12644,"EU","09","1",5.8,18,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,4,1.29099444873581,"1","1"
1865,446,"OCO","PIN 1BOW.27.101",5553,12644,"EU","09","1",5.8,18,"Domestic","Other","Debris","Coal","coal",NA,NA,7,2.07369982082321,"1","1"
1865,446,"UCN","PIN 1BOW.27.101",5560,12644,"EU","09","1",5.8,18,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,3,0.766651877999928,"1","2"
1865,446,"ASP","PIN 1BOW.27.101",5552,12644,"EU","09","1",5.8,18,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,2,0.768221279597376,"1","1"
1865,446,"PLAS","PIN 1BOW.27.101",5556,12644,"EU","09","1",5.8,18,"Other","Other","Plastic","Plastic","unidentified plastic",NA,NA,3,1.95133090676397,"1","1"
1865,446,"UTI","PIN 1BOW.27.101",5554,12644,"EU","09","1",5.8,18,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,1,0.487339717240448,"1","2"
1865,446,"AFG","PIN 1BOW.27.101",5555,12644,"EU","09","1",5.8,18,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"1","2"
1865,446,"MCN","PIN 1BOW.27.101",5558,12644,"EU","09","1",5.8,18,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"1","2"
1866,446,"ANW","PIN 1BOW.27.101",5570,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,1.2328828005938,"2","2"
1866,446,"KB","PIN 1BOW.27.101",5563,12644,"EU","09","2",18,46,"Domestic","Bone/Antler","Refuse/Unmodified","Bone","kitchen bone",NA,NA,4,0.845363944411616,"2","2"
1866,446,"UTI","PIN 1BOW.27.101",5571,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,1,0.487339717240448,"2","2"
1866,446,"XY","PIN 1BOW.27.101",5573,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Yellowware","undecorated yellowware",1830,1940,2,1.15470053837925,"2","2"
1866,446,"MCN","PIN 1BOW.27.101",5575,12644,"EU","09","2",18,46,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,5,0.381385035698237,"2","2"
1866,446,"XP","PIN 1BOW.27.101",5572,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Pearlware","undecorated pearlware",1780,1830,1,0.866025403784439,"2","2"
1866,446,"NSK","PIN 1BOW.27.101",5568,12644,"EU","09","2",18,46,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,2,1.44749372891149,"2","2"
1866,446,"USN","PIN 1BOW.27.101",5576,12644,"EU","09","2",18,46,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified square nail",NA,NA,1,0.421997857554777,"2","1"
1866,446,"CBG","PIN 1BOW.27.101",5561,12644,"EU","09","2",18,46,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,0.432425565755194,"2","1"
1866,446,"XII","PIN 1BOW.27.101",5567,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,2,0.083967426956286,"2","2"
1866,446,"AFG","PIN 1BOW.27.101",5562,12644,"EU","09","2",18,46,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"2","2"
1866,446,"XI","PIN 1BOW.27.101",5574,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,4,1.02892013984676,"2","2"
1866,446,"CS","PIN 1BOW.27.101",5564,12644,"EU","09","2",18,46,"Other","Shell","Refuse/Unmodified","Clam Shell","clam shell",NA,NA,2,0.592348877759092,"2","2"
1866,446,"OBR","PIN 1BOW.27.101",5566,12644,"EU","09","2",18,46,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,2,0.244028166046987,"2","2"
1866,446,"OTZ","PIN 1BOW.27.101",5569,12644,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Porcelain","other porcelain",NA,NA,1,0.426401432711221,"2","2"
1867,446,"XI","PIN 1BOW.27.101",5577,12644,"EU","09","3",46,62.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,1,0.25723003496169,"1","2"
1697,421,"OCO","PIN 1BOW.27.101",5782,12644,"STP","C08","1",0,28,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"1","1"
1697,421,"UIS","PIN 1BOW.27.101",5784,12644,"STP","C08","1",0,28,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.503742255954428,"1","1"
1697,421,"STY","PIN 1BOW.27.101",5781,12644,"STP","C08","1",0,28,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,0.645497224367903,"1","1"
1697,421,"XI","PIN 1BOW.27.101",5783,12644,"STP","C08","1",0,28,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,1,0.25723003496169,"1","2"
1889,454,"UDB","PIN 1BOW.27.101",5879,12644,"EU","11","3",47.6,71.6,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,7,1.91106617181182,"2","2"
1889,454,"OCH","PIN 1BOW.27.101",5881,12644,"EU","11","3",47.6,71.6,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,2,0.227123687148295,"2","2"
1889,454,"MCN","PIN 1BOW.27.101",5889,12644,"EU","11","3",47.6,71.6,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,7,0.533939049977532,"2","2"
1889,454,"ANW","PIN 1BOW.27.101",5888,12644,"EU","11","3",47.6,71.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,4,2.46576560118759,"2","2"
1889,454,"DBK","PIN 1BOW.27.101",5885,12644,"EU","11","3",47.6,71.6,"Domestic","Ceramics","Pipe","Kaolin Pipe","decorated Kaolin pipe bowl frag",NA,NA,1,0.925820099772551,"2","2"
1889,454,"OBR","PIN 1BOW.27.101",5880,12644,"EU","11","3",47.6,71.6,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,4,0.488056332093973,"2","2"
1889,454,"XI","PIN 1BOW.27.101",5887,12644,"EU","11","3",47.6,71.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,2,0.514460069923379,"2","2"
