"","CODE","LEVEL_ID","P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","Shape_Area","POINT_X","POINT_Y","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","dN","comp.cl","art.cl"
"1","CCG","1720","1BOW.27.101","4295","Site C","435",0.12,546402.84,4685626.83,"STP","C22","1",0,29,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,16.6666666666667,"2","2"
"2","CCG","1745","1BOW.27.101","4788","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"3","2"
"3","CCG","1890","1BOW.27.101","5902","Site C","454",0.99,546410.72,4685651.81,"EU","11","4",71.6,97.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"4","CCG","1824","1BOW.27.101","3422","Site A","480",1,546389.68,4685609.19,"EU","15","4",36,46,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"3","2"
"5","CCG","1757","1BOW.27.101","5153","Site A","472",1,546395.78,4685610.31,"EU","07","7",67.6,73.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"1","2"
"6","CCG","1838","1BOW.27.101","4050","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,8,16,"6","2"
"7","CCG","1755","1BOW.27.101","5058","Site A","472",1,546395.78,4685610.31,"EU","07","5",48,57.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"8","CCG","1799","1BOW.27.101","3682","Site A","488",1,546386.09,4685602.58,"EU","23","2",13.6,45,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"4","2"
"9","CCG","1306","1BOW.00.101","1720","Site A","228",0.99,546386.5,4685603.49,"EU","1","1",7.4,17.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"4","2"
"10","CCG","1758","1BOW.27.101","5206","Site A","472",1,546395.78,4685610.31,"EU","07","8",73.4,80.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,3,3,"3","2"
"11","CCG","1887","1BOW.27.101","5848","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"2","2"
"12","CCG","1843","1BOW.27.101","4122","Site A","500",0.5,546404.13,4685618.55,"EU","31","3",23,27.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,4,"6","2"
"13","CCG","1886","1BOW.27.101","5779","Site C","453",0.99,546411.22,4685650.62,"EU","10A","1",4.75,19.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"2","2"
"14","CCG","1839","1BOW.27.101","4088","Site A","499",0.5,546401.93,4685613.23,"EU","30","6",66.4,72.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,4,8,"3","2"
"15","CCG","1757","1BOW.27.101","5159","Site A","472",1,546395.78,4685610.31,"EU","07","7",67.6,73.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"16","CCG","1838","1BOW.27.101","4042","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2,"6","2"
"17","CCG","1822","1BOW.27.101","3368","Site A","480",1,546389.68,4685609.19,"EU","15","2",23.4,26.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,4,4,"1","2"
"18","CCG","1726","1BOW.27.101","1985","Site A","463",1,546394.12,4685588.85,"EU","01","2",11.8,37.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"19","CCG","1701","1BOW.27.101","5741","Site C","425",0.12,546412.76,4685663.56,"STP","C12","1",0,20,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,8.33333333333333,"1","2"
"20","CCG","1911","1BOW.27.101","6194","Site C","460",0.99,546412.7,4685651.49,"EU","15","2 (SE)",25,53,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"21","CCG","916","1BOW.00.101","571","Site A","91",0.12,546396.66,4685612.25,"STP","91","1",0,26,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,8.33333333333333,"2","2"
"22","CCG","1751","1BOW.27.101","4916","Site A","472",1,546395.78,4685610.31,"EU","07","1",3.6,12,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"5","2"
"23","CCG","1764","1BOW.27.101","5420","Site A","473",1.49,546398.78,4685606.33,"EU","08","4B",28,38,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.671140939597315,"1","2"
"24","CCG","1752","1BOW.27.101","4984","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,5,5,"1","2"
"25","CCG","1729","1BOW.27.101","2169","Site A","470",1,546396.67,4685609.86,"EU","05","2A (South)",10,19,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,5,5,"5","2"
"26","CCG","965","1BOW.00.101","860","Site A","77",0.12,546392.86,4685589.41,"STP","78","1",0,34,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,8.33333333333333,"2","2"
"27","CCG","1737","1BOW.27.101","4646","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"28","CCG","1739","1BOW.27.101","4731","Site A","464",0.99,546387.41,4685603.08,"EU","02","3",25.4,46.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"2","2"
"29","CCG","1752","1BOW.27.101","4986","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,13,13,"1","2"
"30","CCG","1888","1BOW.27.101","5858","Site C","454",0.99,546410.72,4685651.81,"EU","11","2",14.6,47.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"31","CCG","905","1BOW.00.101","499","Site A","86",0.12,546391.55,4685609.7,"STP","86","1",0,27,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,8.33333333333333,"4","2"
"32","CCG","1819","1BOW.27.101","3026","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,9,9,"5","2"
"33","CCG","1836","1BOW.27.101","3992","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2,"2","2"
"34","CCG","1836","1BOW.27.101","3990","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,4,"2","2"
"35","CCG","1798","1BOW.27.101","3653","Site A","488",1,546386.09,4685602.58,"EU","23","1",7.2,13.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,3,3,"4","2"
"36","CCG","1759","1BOW.27.101","5224","Site A","472",1,546395.78,4685610.31,"EU","07","9",80.2,83.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"3","2"
"37","CCG","917","1BOW.00.101","587","Site A","92",0.12,546392.64,4685616.46,"STP","92","1",0,30,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,16.6666666666667,"5","2"
"38","CCG","1306","1BOW.00.101","1724","Site A","228",0.99,546386.5,4685603.49,"EU","1","1",7.4,17.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"4","2"
"39","CCG","1836","1BOW.27.101","3995","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,12,24,"2","2"
"40","CCG","1775","1BOW.27.101","3067","Site A","478",1,546388.2,4685588.33,"EU","13","4",29.4,36.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"41","CCG","1761","1BOW.27.101","5310","Site A","473",1.49,546398.78,4685606.33,"EU","08","2",19.75,22.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,1.34228187919463,"1","2"
"42","CCG","1805","1BOW.27.101","3782","Site A","491",0.99,546393.37,4685597.65,"EU","26","3",24.4,63.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,6,6.06060606060606,"1","2"
"43","CCG","1844","1BOW.27.101","4135","Site A","500",0.5,546404.13,4685618.55,"EU","31","4",27.6,38.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2,"3","2"
"44","CCG","1773","1BOW.27.101","3041","Site A","478",1,546388.2,4685588.33,"EU","13","2",14.4,23.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"4","2"
"45","CCG","1822","1BOW.27.101","3367","Site A","480",1,546389.68,4685609.19,"EU","15","2",23.4,26.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"46","CCG","1841","1BOW.27.101","4073","Site A","500",0.5,546404.13,4685618.55,"EU","31","1",3.8,14.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,3,6,"3","2"
"47","CCG","1899","1BOW.27.101","6021","Site C","457",1.03,546407.27,4685639.16,"EU","13","4",66,84.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.970873786407767,"1","2"
"48","CCG","1765","1BOW.27.101","5435","Site A","473",1.49,546398.78,4685606.33,"EU","08","4C",31.5,41.5,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.671140939597315,"1","2"
"49","CCG","1758","1BOW.27.101","5204","Site A","472",1,546395.78,4685610.31,"EU","07","8",73.4,80.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"3","2"
"50","CCG","1794","1BOW.27.101","4609","Site A","484",1,546386.38,4685589.16,"EU","19","1",9.2,52,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"2","2"
"51","CCG","1740","1BOW.27.101","4750","Site A","464",0.99,546387.41,4685603.08,"EU","02","4",46.2,99.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"6","2"
"52","CCG","1888","1BOW.27.101","5855","Site C","454",0.99,546410.72,4685651.81,"EU","11","2",14.6,47.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"53","CCG","1842","1BOW.27.101","4105","Site A","500",0.5,546404.13,4685618.55,"EU","31","2",14.2,23,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,4,"6","2"
"54","CCG","1730","1BOW.27.101","2203","Site A","470",1,546396.67,4685609.86,"EU","05","2B (North)",17.66,20.33,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"5","2"
"55","CCG","916","1BOW.00.101","570","Site A","91",0.12,546396.66,4685612.25,"STP","91","1",0,26,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,8.33333333333333,"2","2"
"56","CCG","1864","1BOW.27.101","5547","Site C","445",0.97,546411,4685643.67,"EU","08","1",11.6,39.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.03092783505155,"4","2"
"57","CCG","1769","1BOW.27.101","2690","Site A","476",1.25,546389.9,4685587.83,"EU","11","2",18.6,32.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.8,"4","2"
"58","CCG","1805","1BOW.27.101","3781","Site A","491",0.99,546393.37,4685597.65,"EU","26","3",24.4,63.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"1","2"
"59","CCG","1779","1BOW.27.101","3174","Site A","479",1,546397.13,4685608.52,"EU","14","2",14,24.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"60","CCG","1738","1BOW.27.101","4702","Site A","464",0.99,546387.41,4685603.08,"EU","02","2",11.6,25.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,4,4.04040404040404,"1","2"
"61","CCG","1820","1BOW.27.101","3093","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"3","2"
"62","CCG","1823","1BOW.27.101","3389","Site A","480",1,546389.68,4685609.19,"EU","15","3",26.2,36,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,4,4,"4","2"
"63","CCG","1854","1BOW.27.101","4496","Site C","442",0.86,546409.64,4685643.69,"EU","05","1",17.2,40.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.16279069767442,"4","2"
"64","CCG","1830","1BOW.27.101","3949","Site A","495",1,546383.74,4685565.33,"EU","29","2",20,30,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"3","2"
"65","CCG","1751","1BOW.27.101","4918","Site A","472",1,546395.78,4685610.31,"EU","07","1",3.6,12,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,7,7,"5","2"
"66","CCG","1760","1BOW.27.101","5258","Site A","473",1.49,546398.78,4685606.33,"EU","08","1",13.75,19.75,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,1.34228187919463,"1","2"
"67","CCG","1762","1BOW.27.101","5341","Site A","473",1.49,546398.78,4685606.33,"EU","08","3",22.2,30.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,6,4.02684563758389,"1","2"
"68","CCG","965","1BOW.00.101","858","Site A","77",0.12,546392.86,4685589.41,"STP","78","1",0,34,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,16.6666666666667,"2","2"
"69","CCG","1837","1BOW.27.101","4016","Site A","499",0.5,546401.93,4685613.23,"EU","30","4",50,59.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,5,10,"6","2"
"70","CCG","1913","1BOW.27.101","6203","Site C","460",0.99,546412.7,4685651.49,"EU","15","2 (NE)",24,33,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"2","2"
"71","CCG","1744","1BOW.27.101","4761","Site A","467",0.99,546394.58,4685600.05,"EU","03","1",3.8,25.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2.02020202020202,"5","2"
"72","CCG","1825","1BOW.27.101","3450","Site A","480",1,546389.68,4685609.19,"EU","15","5",46,55,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"3","2"
"73","CCG","1725","1BOW.27.101","1800","Site A","463",1,546394.12,4685588.85,"EU","01","1",5.2,11.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"2","2"
"74","CCG","1791","1BOW.27.101","3585","Site A","483",0.5,546387.39,4685588.97,"EU","18","1",9.2,21,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2,"3","2"
"75","CCG","1916","1BOW.27.101","6157","Site C","462",0.63,546413.65,4685651.56,"EU","15B","2",34.4,48,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.58730158730159,"2","2"
"76","CCG","1737","1BOW.27.101","4638","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,36,36.3636363636364,"1","2"
"77","CCG","1752","1BOW.27.101","4982","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,2,"1","2"
"78","CCG","1740","1BOW.27.101","4749","Site A","464",0.99,546387.41,4685603.08,"EU","02","4",46.2,99.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"6","2"
"79","CCG","1741","1BOW.27.101","3133","Site A","497",0.25,546387.5,4685603.86,"EU","02A","1",3.6,25.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,4,"4","2"
"80","CCG","1756","1BOW.27.101","5124","Site A","472",1,546395.78,4685610.31,"EU","07","6",57.4,67.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"1","2"
"81","CCG","1777","1BOW.27.101","3077","Site A","478",1,546388.2,4685588.33,"EU","13","6",38.2,44.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1,"2","2"
"82","CCG","1898","1BOW.27.101","5998","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,1.94174757281553,"1","2"
"83","CCG","1741","1BOW.27.101","3135","Site A","497",0.25,546387.5,4685603.86,"EU","02A","1",3.6,25.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,8,"4","2"
"84","CCG","1904","1BOW.27.101","6038","Site C","458",0.5,546407.99,4685638.91,"EU","13A","2",21.8,41.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2,"6","2"
"85","CCG","1835","1BOW.27.101","3977","Site A","499",0.5,546401.93,4685613.23,"EU","30","2",34,42.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,4,"2","2"
"86","CCG","1895","1BOW.27.101","5931","Site C","455",0.49,546410.25,4685639.9,"EU","12","2B",29,39.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,2.04081632653061,"6","2"
"87","CCG","1806","1BOW.27.101","3804","Site A","491",0.99,546393.37,4685597.65,"EU","26","4",63.4,70.8,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,1.01010101010101,"1","2"
"88","XSV","1737","1BOW.27.101","4656","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,10,10.1010101010101,"1","4"
"89","XSV","1750","1BOW.27.101","4876","Site A","471",1.62,546390.14,4685589.26,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,2,1.23456790123457,"1","4"
"90","XSV","1756","1BOW.27.101","5101","Site A","472",1,546395.78,4685610.31,"EU","07","6",57.4,67.6,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,1,1,"1","4"
"91","XSV","1720","1BOW.27.101","4294","Site C","435",0.12,546402.84,4685626.83,"STP","C22","1",0,29,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,1,8.33333333333333,"2","4"
"92","XSV","909","1BOW.00.101","516","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,4,33.3333333333333,"4","4"
"93","XSV","1306","1BOW.00.101","1701","Site A","228",0.99,546386.5,4685603.49,"EU","1","1",7.4,17.8,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,1,1.01010101010101,"4","4"
"94","XSV","1725","1BOW.27.101","1795","Site A","463",1,546394.12,4685588.85,"EU","01","1",5.2,11.8,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,2,2,"2","4"
"95","XSV","1818","1BOW.27.101","2970","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,1,1,"5","4"
"96","XSV","1758","1BOW.27.101","5193","Site A","472",1,546395.78,4685610.31,"EU","07","8",73.4,80.2,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,3,3,"3","4"
"97","XSV","1726","1BOW.27.101","2008","Site A","463",1,546394.12,4685588.85,"EU","01","2",11.8,37.2,"Domestic","Ceramics","Sherd","Semi-Vitreous China","undecorated semi-vitreous china",1880,1970,3,3,"1","4"
"98","PWRA","1730","1BOW.27.101","2199","Site A","470",1,546396.67,4685609.86,"EU","05","2B (North)",17.66,20.33,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,1,"5","1"
"99","PWRA","1910","1BOW.27.101","6121","Site C","460",0.99,546412.7,4685651.49,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,6,6.06060606060606,"2","1"
"100","PWRA","1720","1BOW.27.101","4301","Site C","435",0.12,546402.84,4685626.83,"STP","C22","1",0,29,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,8.33333333333333,"2","1"
"101","PWRA","1888","1BOW.27.101","5866","Site C","454",0.99,546410.72,4685651.81,"EU","11","2",14.6,47.6,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,2,2.02020202020202,"1","1"
"102","PWRA","1880","1BOW.27.101","5664","Site C","451",0.5,546408.53,4685635.24,"EU","09D","1",13,19,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,2,"2","1"
"103","PWRA","1914","1BOW.27.101","4579","Site C","461",0.5,546412.83,4685652.23,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,3,6,"2","1"
"104","PWRA","1875","1BOW.27.101","5638","Site C","449",0.5,546409.14,4685634.74,"EU","09C","1",19,36.4,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,2,"5","1"
"105","PWRA","1910","1BOW.27.101","6127","Site C","460",0.99,546412.7,4685651.49,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,6,6.06060606060606,"2","1"
"106","PWRA","1813","1BOW.27.101","5450","Site A","474",1,546391.51,4685608.38,"EU","09","1",8.6,15.2,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,1,"5","1"
"107","PWRA","1911","1BOW.27.101","6189","Site C","460",0.99,546412.7,4685651.49,"EU","15","2 (SE)",25,53,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,1.01010101010101,"1","1"
"108","PWRA","1915","1BOW.27.101","6167","Site C","462",0.63,546413.65,4685651.56,"EU","15B","1",9.5,34.4,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,2,3.17460317460317,"2","1"
"109","PWRA","1887","1BOW.27.101","5840","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,5,5.05050505050505,"2","1"
"110","PWRA","1834","1BOW.27.101","3970","Site A","499",0.5,546401.93,4685613.23,"EU","30","1",24.4,34,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,2,"2","1"
"111","PWRA","1881","1BOW.27.101","5687","Site C","451",0.5,546408.53,4685635.24,"EU","09D","2",19,40.6,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,2,"3","1"
"112","PWRA","1888","1BOW.27.101","5867","Site C","454",0.99,546410.72,4685651.81,"EU","11","2",14.6,47.6,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,3,3.03030303030303,"1","1"
"113","STY","1854","1BOW.27.101","4489","Site C","442",0.86,546409.64,4685643.69,"EU","05","1",17.2,40.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,2.32558139534884,"4","1"
"114","STY","1720","1BOW.27.101","4296","Site C","435",0.12,546402.84,4685626.83,"STP","C22","1",0,29,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,8.33333333333333,"2","1"
"115","STY","1872","1BOW.27.101","5600","Site C","448",0.49,546408.49,4685634.45,"EU","09B","1",6.6,20,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,2.04081632653061,"3","1"
"116","STY","1879","1BOW.27.101","5693","Site C","451",0.5,546408.53,4685635.24,"EU","09D","1A",9,13,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,3,6,"2","1"
"117","STY","1887","1BOW.27.101","5843","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,2.02020202020202,"2","1"
"118","STY","1865","1BOW.27.101","5557","Site C","446",0.99,546407.79,4685634.73,"EU","09","1",5.8,18,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,4,4.04040404040404,"2","1"
"119","STY","1881","1BOW.27.101","5686","Site C","451",0.5,546408.53,4685635.24,"EU","09D","2",19,40.6,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,3,6,"3","1"
"120","STY","1875","1BOW.27.101","5639","Site C","449",0.5,546409.14,4685634.74,"EU","09C","1",19,36.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,4,"5","1"
"121","STY","1880","1BOW.27.101","5665","Site C","451",0.5,546408.53,4685635.24,"EU","09D","1",13,19,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,2,"2","1"
"122","STY","1854","1BOW.27.101","4488","Site C","442",0.86,546409.64,4685643.69,"EU","05","1",17.2,40.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,1.16279069767442,"4","1"
"123","STY","1914","1BOW.27.101","4578","Site C","461",0.5,546412.83,4685652.23,"EU","15A","1",3.8,28.5,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,10,20,"2","1"
"124","STY","1848","1BOW.27.101","4443","Site C","438",0.49,546407.42,4685644.27,"EU","01","1",9,18.25,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,4,8.16326530612245,"1","1"
"125","STY","1893","1BOW.27.101","5915","Site C","455",0.49,546410.25,4685639.9,"EU","12","1",5,28.8,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,2.04081632653061,"1","1"
"126","STY","1923","1BOW.27.101","6142","Site C","460",0.99,546412.7,4685651.49,"EU","15","2",22.8,30.2,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,1.01010101010101,"6","1"
"127","STY","1910","1BOW.27.101","6123","Site C","460",0.99,546412.7,4685651.49,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,2.02020202020202,"2","1"
"128","STY","1910","1BOW.27.101","6124","Site C","460",0.99,546412.7,4685651.49,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,1.01010101010101,"2","1"
