"","CODE","LEVEL_ID","P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","Shape_Area","POINT_X","POINT_Y","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","dN","comp.cl","art.cl"
"497","CBG","1887","1BOW.27.101","5849","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"2","2"
"498","CBG","1796","1BOW.27.101","4616","Site A","486",0.99,546385.26,4685589.12,"EU","21","1",11.2,65.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"2","2"
"499","CBG","1752","1BOW.27.101","4970","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"1","2"
"500","CBG","1060","1BOW.00.101","1489","Site A","215",0.12,546397.41,4685601.69,"STP","209","1",0,24,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,8.33333333333333,"5","2"
"501","CBG","1737","1BOW.27.101","4648","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,30,30.3030303030303,"1","2"
"502","CBG","1799","1BOW.27.101","3668","Site A","488",1,546386.09,4685602.58,"EU","23","2",13.6,45,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"4","2"
"503","CBG","1825","1BOW.27.101","3452","Site A","480",1,546389.68,4685609.19,"EU","15","5",46,55,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"3","2"
"504","CBG","1743","1BOW.27.101","3322","Site A","498",0.24,546386.87,4685602.5,"EU","02B","1",4.8,25.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,4,16.6666666666667,"4","2"
"505","CBG","1791","1BOW.27.101","3586","Site A","483",0.5,546387.39,4685588.97,"EU","18","1",9.2,21,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2,"3","2"
"506","CBG","1838","1BOW.27.101","4049","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,4,"6","2"
"507","CBG","905","1BOW.00.101","500","Site A","86",0.12,546391.55,4685609.7,"STP","86","1",0,27,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,24,200,"4","2"
"508","CBG","1719","1BOW.27.101","4293","Site C","434",0.12,546404.08,4685630.63,"STP","C21","1",0,41,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,8.33333333333333,"6","2"
"509","CBG","1768","1BOW.27.101","2664","Site A","476",1.25,546389.9,4685587.83,"EU","11","1",7.2,18.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,2.4,"3","2"
"510","CBG","1681","1BOW.27.101","3265","Site A","412",0.12,546397.85,4685616.68,"STP","B","1",0,16,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,8.33333333333333,"6","2"
"511","CBG","1755","1BOW.27.101","5059","Site A","472",1,546395.78,4685610.31,"EU","07","5",48,57.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,3,"1","2"
"512","CBG","1880","1BOW.27.101","5662","Site C","451",0.5,546408.53,4685635.24,"EU","09D","1",13,19,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2,"2","2"
"513","CBG","1813","1BOW.27.101","5451","Site A","474",1,546391.51,4685608.38,"EU","09","1",8.6,15.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,2,"5","2"
"514","CBG","1779","1BOW.27.101","3175","Site A","479",1,546397.13,4685608.52,"EU","14","2",14,24.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,6,6,"1","2"
"515","CBG","1798","1BOW.27.101","3656","Site A","488",1,546386.09,4685602.58,"EU","23","1",7.2,13.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,8,8,"4","2"
"516","CBG","1801","1BOW.27.101","3701","Site A","489",0.49,546385.91,4685589.92,"EU","24","1",2,40.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2.04081632653061,"3","2"
"517","CBG","1780","1BOW.27.101","3234","Site A","479",1,546397.13,4685608.52,"EU","14","3",24.8,33.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,3,"1","2"
"518","CBG","1855","1BOW.27.101","4524","Site C","443",1.46,546409.91,4685644.7,"EU","06","1",7.2,96.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,1.36986301369863,"1","2"
"519","CBG","1885","1BOW.27.101","5727","Site C","452",0.99,546411.14,4685649.62,"EU","10","1",3.75,14,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,3.03030303030303,"1","2"
"520","CBG","1834","1BOW.27.101","3971","Site A","499",0.5,546401.93,4685613.23,"EU","30","1",24.4,34,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,4,"2","2"
"521","CBG","1759","1BOW.27.101","5225","Site A","472",1,546395.78,4685610.31,"EU","07","9",80.2,83.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"3","2"
"522","CBG","1756","1BOW.27.101","5125","Site A","472",1,546395.78,4685610.31,"EU","07","6",57.4,67.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,5,5,"1","2"
"523","CBG","1818","1BOW.27.101","2987","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,22,22,"5","2"
"524","CBG","1841","1BOW.27.101","4071","Site A","500",0.5,546404.13,4685618.55,"EU","31","1",3.8,14.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2,"3","2"
"525","CBG","1815","1BOW.27.101","5489","Site A","474",1,546391.51,4685608.38,"EU","09","3",20.6,28.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,8,8,"5","2"
"526","CBG","1792","1BOW.27.101","3601","Site A","483",0.5,546387.39,4685588.97,"EU","18","2",21,37.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,6,"2","2"
"527","CBG","1788","1BOW.27.101","3553","Site A","482",0.5,546389.01,4685587.68,"EU","17","1",9.6,19,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,4,8,"2","2"
"528","CBG","1821","1BOW.27.101","3331","Site A","480",1,546389.68,4685609.19,"EU","15","1",13,22,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,12,12,"5","2"
"529","CBG","1082","1BOW.00.101","1593","Site A","87",0.12,546387.69,4685602.76,"STP","87","1",0,27,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,41,341.666666666667,"4","2"
"530","CBG","916","1BOW.00.101","572","Site A","91",0.12,546396.66,4685612.25,"STP","91","1",0,26,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,22,183.333333333333,"2","2"
"531","CBG","1819","1BOW.27.101","3022","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,3,"5","2"
"532","CBG","890","1BOW.00.101","333","Site A","80",0.12,546395.77,4685605.1,"STP","80","1",0,60,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,8.33333333333333,"2","2"
"533","CBG","1789","1BOW.27.101","3567","Site A","482",0.5,546389.01,4685587.68,"EU","17","2",19,43.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,4,"4","2"
"534","CBG","1727","1BOW.27.101","2108","Site A","470",1,546396.67,4685609.86,"EU","05","1A (Outside)",3.33,10,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"1","2"
"535","CBG","1799","1BOW.27.101","3681","Site A","488",1,546386.09,4685602.58,"EU","23","2",13.6,45,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,13,13,"4","2"
"536","CBG","1917","1BOW.27.101","6009","Site C","457",1.03,546407.27,4685639.16,"EU","13","Feat. A",14,50,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,0.970873786407767,"1","2"
"537","CBG","1848","1BOW.27.101","4453","Site C","438",0.49,546407.42,4685644.27,"EU","01","1",9,18.25,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,4.08163265306122,"1","2"
"538","CBG","1866","1BOW.27.101","5561","Site C","446",0.99,546407.79,4685634.73,"EU","09","2",18,46,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"6","2"
"539","CBG","909","1BOW.00.101","519","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,6,50,"4","2"
"540","CBG","1804","1BOW.27.101","3750","Site A","491",0.99,546393.37,4685597.65,"EU","26","2",15.8,24.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"5","2"
"541","CBG","1769","1BOW.27.101","2691","Site A","476",1.25,546389.9,4685587.83,"EU","11","2",18.6,32.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,4,3.2,"4","2"
"542","CBG","1746","1BOW.27.101","4834","Site A","469",1.25,546391.43,4685587.57,"EU","04","1",3,26.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,5,4,"4","2"
"543","CBG","1675","1BOW.27.101","3309","Site A","408",0.12,546389.42,4685570.79,"STP","75A","1",0,42,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,8.33333333333333,"2","2"
"544","CBG","1794","1BOW.27.101","4607","Site A","484",1,546386.38,4685589.16,"EU","19","1",9.2,52,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,2,"2","2"
"545","CBG","1912","1BOW.27.101","6146","Site C","460",0.99,546412.7,4685651.49,"EU","15","3 (SE)",28.4,34.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"2","2"
"546","CBG","1820","1BOW.27.101","3101","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,4,4,"3","2"
"547","CBG","1830","1BOW.27.101","3948","Site A","495",1,546383.74,4685565.33,"EU","29","2",20,30,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,7,7,"3","2"
"548","CBG","1778","1BOW.27.101","3152","Site A","479",1,546397.13,4685608.52,"EU","14","1",6,14,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,2,"4","2"
"549","CBG","1816","1BOW.27.101","2737","Site A","477",1,546390.59,4685608.79,"EU","12","1",19.8,28.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,4,4,"5","2"
"550","CBG","1809","1BOW.27.101","3840","Site A","492",1,546386.92,4685604.4,"EU","27","1",2.2,17.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,23,23,"4","2"
"551","CBG","1758","1BOW.27.101","5207","Site A","472",1,546395.78,4685610.31,"EU","07","8",73.4,80.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,2,"3","2"
"552","CBG","1893","1BOW.27.101","5911","Site C","455",0.49,546410.25,4685639.9,"EU","12","1",5,28.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2.04081632653061,"1","2"
"553","CBG","1727","1BOW.27.101","2106","Site A","470",1,546396.67,4685609.86,"EU","05","1A (Outside)",3.33,10,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"1","2"
"554","CBG","1837","1BOW.27.101","4019","Site A","499",0.5,546401.93,4685613.23,"EU","30","4",50,59.2,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,3,6,"6","2"
"555","CBG","1752","1BOW.27.101","4985","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,12,12,"1","2"
"556","CBG","1815","1BOW.27.101","5494","Site A","474",1,546391.51,4685608.38,"EU","09","3",20.6,28.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,6,6,"5","2"
"557","CBG","1738","1BOW.27.101","4707","Site A","464",0.99,546387.41,4685603.08,"EU","02","2",11.6,25.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,9,9.09090909090909,"1","2"
"558","CBG","1803","1BOW.27.101","3731","Site A","491",0.99,546393.37,4685597.65,"EU","26","1",6.4,15.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,34,34.3434343434343,"2","2"
"559","CBG","1752","1BOW.27.101","4983","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,2,"1","2"
"560","CBG","1754","1BOW.27.101","5031","Site A","472",1,546395.78,4685610.31,"EU","07","4",38.8,48,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,7,7,"1","2"
"561","CBG","1897","1BOW.27.101","5942","Site C","457",1.03,546407.27,4685639.16,"EU","13","1",5,15.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,2,1.94174757281553,"2","2"
"562","CBG","1903","1BOW.27.101","6033","Site C","458",0.5,546407.99,4685638.91,"EU","13A","1",12,21.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,2,"1","2"
"563","CBG","1682","1BOW.27.101","3289","Site A","412",0.12,546397.85,4685616.68,"STP","B","2",16,53,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,5,41.6666666666667,"3","2"
"564","CBG","1817","1BOW.27.101","2932","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,17,17,"5","2"
"565","CBG","1805","1BOW.27.101","3783","Site A","491",0.99,546393.37,4685597.65,"EU","26","3",24.4,63.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1.01010101010101,"1","2"
"566","CBG","1915","1BOW.27.101","6175","Site C","462",0.63,546413.65,4685651.56,"EU","15B","1",9.5,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,6,9.52380952380952,"2","2"
"567","CBG","1823","1BOW.27.101","3390","Site A","480",1,546389.68,4685609.19,"EU","15","3",26.2,36,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,1,"4","2"
"568","CBG","1772","1BOW.27.101","3035","Site A","478",1,546388.2,4685588.33,"EU","13","1",4.8,14.4,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,7,7,"2","2"
"569","FOAM","1908","1BOW.27.101","6090","Site C","459",0.49,546409.32,4685640.27,"EU","14","2",8.6,37,"Other","Other","Plastic","Plastic","other foam",NA,NA,1,2.04081632653061,"6","3"
"570","FOAM","1907","1BOW.27.101","6082","Site C","459",0.49,546409.32,4685640.27,"EU","14","1",0,8,"Other","Other","Plastic","Plastic","other foam",NA,NA,5,10.2040816326531,"2","3"
"571","FOAM","1887","1BOW.27.101","5844","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Other","Other","Plastic","Plastic","other foam",NA,NA,7,7.07070707070707,"2","3"
"572","CELL","1864","1BOW.27.101","5539","Site C","445",0.97,546411,4685643.67,"EU","08","1",11.6,39.4,"Other","Other","Plastic","Plastic","Cellophane",1913,1960,1,1.03092783505155,"4","1"
"573","CELL","1883","1BOW.27.101","5834","Site C","450",1,546409.16,4685634.73,"EU","09C/D","4",65,97.8,"Other","Other","Plastic","Plastic","Cellophane",1913,1960,1,1,"3","1"
"574","CELL","1887","1BOW.27.101","5839","Site C","454",0.99,546410.72,4685651.81,"EU","11","1",4,14.6,"Other","Other","Plastic","Plastic","Cellophane",1913,1960,1,1.01010101010101,"2","1"
"575","CELL","1875","1BOW.27.101","5637","Site C","449",0.5,546409.14,4685634.74,"EU","09C","1",19,36.4,"Other","Other","Plastic","Plastic","Cellophane",1913,1960,1,2,"5","1"
"576","CELL","1888","1BOW.27.101","5865","Site C","454",0.99,546410.72,4685651.81,"EU","11","2",14.6,47.6,"Other","Other","Plastic","Plastic","Cellophane",1913,1960,2,2.02020202020202,"1","1"
"577","UIS","1817","1BOW.27.101","2943","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,29,29,"5","2"
"578","UIS","1872","1BOW.27.101","5605","Site C","448",0.49,546408.49,4685634.45,"EU","09B","1",6.6,20,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,2.04081632653061,"3","2"
"579","UIS","1753","1BOW.27.101","4990","Site A","472",1,546395.78,4685610.31,"EU","07","3",29.4,38.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"580","UIS","1726","1BOW.27.101","2020","Site A","463",1,546394.12,4685588.85,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"581","UIS","1837","1BOW.27.101","4026","Site A","499",0.5,546401.93,4685613.23,"EU","30","4",50,59.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,8,16,"6","2"
"582","UIS","1760","1BOW.27.101","5273","Site A","473",1.49,546398.78,4685606.33,"EU","08","1",13.75,19.75,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.671140939597315,"1","2"
"583","UIS","1739","1BOW.27.101","4742","Site A","464",0.99,546387.41,4685603.08,"EU","02","3",25.4,46.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,5.05050505050505,"2","2"
"584","UIS","1752","1BOW.27.101","4960","Site A","472",1,546395.78,4685610.31,"EU","07","2",12,29.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"585","UIS","1854","1BOW.27.101","4502","Site C","442",0.86,546409.64,4685643.69,"EU","05","1",17.2,40.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1.16279069767442,"4","2"
"586","UIS","1851","1BOW.27.101","4475","Site C","440",0.49,546403.79,4685626.52,"EU","03","2",18,30.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,2.04081632653061,"5","2"
"587","UIS","1815","1BOW.27.101","5502","Site A","474",1,546391.51,4685608.38,"EU","09","3",20.6,28.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"5","2"
"588","UIS","1737","1BOW.27.101","4671","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1.01010101010101,"1","2"
"589","UIS","1755","1BOW.27.101","5079","Site A","472",1,546395.78,4685610.31,"EU","07","5",48,57.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"590","UIS","1730","1BOW.27.101","2215","Site A","470",1,546396.67,4685609.86,"EU","05","2B (North)",17.66,20.33,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"5","2"
"591","UIS","1690","1BOW.27.101","5819","Site C","417",0.12,546403.11,4685634.1,"STP","C04","1",0,43,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,8.33333333333333,"1","2"
"592","UIS","1786","1BOW.27.101","3548","Site A","481",0.5,546387.19,4685588.51,"EU","16","4",43,53.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,2,"3","2"
"593","UIS","965","1BOW.00.101","855","Site A","77",0.12,546392.86,4685589.41,"STP","78","1",0,34,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,15,125,"2","2"
"594","UIS","1738","1BOW.27.101","4721","Site A","464",0.99,546387.41,4685603.08,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,5.05050505050505,"1","2"
"595","UIS","1825","1BOW.27.101","3459","Site A","480",1,546389.68,4685609.19,"EU","15","5",46,55,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,5,"3","2"
"596","UIS","1779","1BOW.27.101","3189","Site A","479",1,546397.13,4685608.52,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,2,"1","2"
"597","UIS","916","1BOW.00.101","578","Site A","91",0.12,546396.66,4685612.25,"STP","91","1",0,26,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,8.33333333333333,"2","2"
"598","UIS","1823","1BOW.27.101","3401","Site A","480",1,546389.68,4685609.19,"EU","15","3",26.2,36,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"4","2"
"599","UIS","1761","1BOW.27.101","5281","Site A","473",1.49,546398.78,4685606.33,"EU","08","2",19.75,22.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.671140939597315,"1","2"
"600","UIS","910","1BOW.00.101","529","Site A","87",0.12,546387.69,4685602.76,"STP","87","2",27,103,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,8.33333333333333,"4","2"
"601","UIS","1827","1BOW.27.101","3497","Site A","480",1,546389.68,4685609.19,"EU","15","7",67.8,75.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,11,11,"3","2"
"602","UIS","1806","1BOW.27.101","3822","Site A","491",0.99,546393.37,4685597.65,"EU","26","4",63.4,70.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1.01010101010101,"1","2"
"603","UIS","909","1BOW.00.101","506","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,8.33333333333333,"4","2"
"604","UIS","1739","1BOW.27.101","4741","Site A","464",0.99,546387.41,4685603.08,"EU","02","3",25.4,46.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,2.02020202020202,"2","2"
"605","UIS","1781","1BOW.27.101","3249","Site A","479",1,546397.13,4685608.52,"EU","14","4",33.6,46,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,26,26,"1","2"
"606","UIS","909","1BOW.00.101","507","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,16.6666666666667,"4","2"
"607","UIS","1780","1BOW.27.101","3217","Site A","479",1,546397.13,4685608.52,"EU","14","3",24.8,33.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"608","UIS","1761","1BOW.27.101","5320","Site A","473",1.49,546398.78,4685606.33,"EU","08","2",19.75,22.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.671140939597315,"1","2"
"609","UIS","1810","1BOW.27.101","3888","Site A","492",1,546386.92,4685604.4,"EU","27","2",17.4,49.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,2,"3","2"
"610","UIS","1803","1BOW.27.101","3738","Site A","491",0.99,546393.37,4685597.65,"EU","26","1",6.4,15.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1.01010101010101,"2","2"
"611","UIS","1820","1BOW.27.101","3124","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,8,8,"3","2"
"612","UIS","1745","1BOW.27.101","4822","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,3.03030303030303,"3","2"
"613","UIS","1809","1BOW.27.101","3845","Site A","492",1,546386.92,4685604.4,"EU","27","1",2.2,17.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,2,"4","2"
"614","UIS","917","1BOW.00.101","586","Site A","92",0.12,546392.64,4685616.46,"STP","92","1",0,30,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,8.33333333333333,"5","2"
"615","UIS","1737","1BOW.27.101","4686","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1.01010101010101,"1","2"
"616","UIS","1737","1BOW.27.101","4667","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,3.03030303030303,"1","2"
"617","UIS","1826","1BOW.27.101","3477","Site A","480",1,546389.68,4685609.19,"EU","15","6",55,67.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,3,"3","2"
"618","UIS","1766","1BOW.27.101","5446","Site A","473",1.49,546398.78,4685606.33,"EU","08","5",40.6,58,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.671140939597315,"1","2"
"619","UIS","1738","1BOW.27.101","4715","Site A","464",0.99,546387.41,4685603.08,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,18,18.1818181818182,"1","2"
"620","UIS","1754","1BOW.27.101","5040","Site A","472",1,546395.78,4685610.31,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"621","UIS","1729","1BOW.27.101","2193","Site A","470",1,546396.67,4685609.86,"EU","05","2A (South)",10,19,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,2,"5","2"
"622","UIS","1756","1BOW.27.101","5134","Site A","472",1,546395.78,4685610.31,"EU","07","6",57.4,67.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,1,"1","2"
"623","UIS","1855","1BOW.27.101","4530","Site C","443",1.46,546409.91,4685644.7,"EU","06","1",7.2,96.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.684931506849315,"1","2"
"624","UIS","1905","1BOW.27.101","6074","Site C","458",0.5,546407.99,4685638.91,"EU","13A","3",41.4,70.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,2,"6","2"
"625","UIS","905","1BOW.00.101","493","Site A","86",0.12,546391.55,4685609.7,"STP","86","1",0,27,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,16.6666666666667,"4","2"
