"CODE","LEVEL_ID","P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","zN","comp.grp","art.grp"
"OCI",1680,"PIN 1BOW.27.101",3258,12645,411,"STP","A","1",0,65,"Domestic","Other","Debris","Coal","cinder",NA,NA,2,0.0490941959617192,"2","1"
"OCI",1725,"PIN 1BOW.27.101",1806,12645,463,"EU","01","1",5.2,11.8,"Domestic","Other","Debris","Coal","cinder",NA,NA,22,0.540036155578911,"2","1"
"OCI",1726,"PIN 1BOW.27.101",1998,12645,463,"EU","01","2",11.8,37.2,"Domestic","Other","Debris","Coal","cinder",NA,NA,12,0.294565175770315,"4","1"
"OCI",1807,"PIN 1BOW.27.101",3714,12645,491,"EU","26","5",70.8,73.25,"Domestic","Other","Debris","Coal","cinder",NA,NA,1,0.0245470979808596,"3","1"
"OCI",1681,"PIN 1BOW.27.101",3269,12645,412,"STP","B","1",0,16,"Domestic","Other","Debris","Coal","cinder",NA,NA,2,0.0490941959617192,"3","1"
"OCI",1728,"PIN 1BOW.27.101",2113,12645,470,"EU","05","1B (Inside)",14.33,17.66,"Domestic","Other","Debris","Coal","cinder",NA,NA,1,0.0245470979808596,"3","1"
"OCI",1756,"PIN 1BOW.27.101",5116,12645,472,"EU","07","6",57.4,67.6,"Domestic","Other","Debris","Coal","cinder",NA,NA,6,0.147282587885158,"4","1"
"OCI",1823,"PIN 1BOW.27.101",3386,12645,480,"EU","15","3",26.2,36,"Domestic","Other","Debris","Coal","cinder",NA,NA,5,0.122735489904298,"3","1"
"OCI",1827,"PIN 1BOW.27.101",3486,12645,480,"EU","15","7",67.8,75.2,"Domestic","Other","Debris","Coal","cinder",NA,NA,2,0.0490941959617192,"3","1"
"OCI",1830,"PIN 1BOW.27.101",3927,12645,495,"EU","29","2",20,30,"Domestic","Other","Debris","Coal","cinder",NA,NA,56,1.37463748692814,"4","1"
"MBG",1788,"PIN 1BOW.27.101",3549,12645,482,"EU","17","1",9.6,19,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1764,"PIN 1BOW.27.101",5419,12645,473,"EU","08","4B",28,38,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"1","5"
"MBG",1821,"PIN 1BOW.27.101",3327,12645,480,"EU","15","1",13,22,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"3","5"
"MBG",1758,"PIN 1BOW.27.101",5198,12645,472,"EU","07","8",73.4,80.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"3","5"
"MBG",1751,"PIN 1BOW.27.101",4907,12645,472,"EU","07","1",3.6,12,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1726,"PIN 1BOW.27.101",1978,12645,463,"EU","01","2",11.8,37.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,3,0.993883734673619,"4","5"
"MBG",1750,"PIN 1BOW.27.101",4864,12645,471,"EU","06","1",2.6,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1682,"PIN 1BOW.27.101",3284,12645,412,"STP","B","2",16,53,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"3","5"
"MBG",1760,"PIN 1BOW.27.101",5257,12645,473,"EU","08","1",13.75,19.75,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,5,1.6564728911227,"1","5"
"MBG",1725,"PIN 1BOW.27.101",1799,12645,463,"EU","01","1",5.2,11.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"2","5"
"MBG",1770,"PIN 1BOW.27.101",2705,12645,476,"EU","11","3",32.8,46.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1803,"PIN 1BOW.27.101",3732,12645,491,"EU","26","1",6.4,15.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,13,4.30682951691902,"4","5"
"MBG",1762,"PIN 1BOW.27.101",5337,12645,473,"EU","08","3",22.2,30.6,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"1","5"
"MBG",1737,"PIN 1BOW.27.101",4644,12645,464,"EU","02","1",4.4,11.6,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1817,"PIN 1BOW.27.101",2925,12645,477,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1763,"PIN 1BOW.27.101",5380,12645,473,"EU","08","4A",30.6,39.6,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"1","5"
"MBG",1739,"PIN 1BOW.27.101",4730,12645,464,"EU","02","3",25.4,46.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1796,"PIN 1BOW.27.101",4615,12645,486,"EU","21","1",11.2,65.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1816,"PIN 1BOW.27.101",2730,12645,477,"EU","12","1",19.8,28.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1820,"PIN 1BOW.27.101",3090,12645,477,"EU","12","5",51.4,91.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1761,"PIN 1BOW.27.101",5307,12645,473,"EU","08","2",19.75,22.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"1","5"
"MBG",1772,"PIN 1BOW.27.101",3030,12645,478,"EU","13","1",4.8,14.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1838,"PIN 1BOW.27.101",4045,12645,499,"EU","30","5",59.2,66.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"4","5"
"MBG",1769,"PIN 1BOW.27.101",2689,12645,476,"EU","11","2",18.6,32.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1837,"PIN 1BOW.27.101",4010,12645,499,"EU","30","4",50,59.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1783,"PIN 1BOW.27.101",3518,12645,481,"EU","16","1",9.2,25.2,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"2","5"
"MBG",1818,"PIN 1BOW.27.101",2981,12645,477,"EU","12","3",35.8,43.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.33129457822454,"3","5"
"MBG",1805,"PIN 1BOW.27.101",3779,12645,491,"EU","26","3",24.4,63.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.662589156449079,"3","5"
"UIS",1762,"PIN 1BOW.27.101",5363,12645,473,"EU","08","3",22.2,30.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,24,3.24633204336415,"1","4"
"UIS",1738,"PIN 1BOW.27.101",4715,12645,464,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,18,2.43474903252311,"4","4"
"UIS",1809,"PIN 1BOW.27.101",3844,12645,492,"EU","27","1",2.2,17.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1754,"PIN 1BOW.27.101",5039,12645,472,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1810,"PIN 1BOW.27.101",3888,12645,492,"EU","27","2",17.4,49.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"3","4"
"UIS",1823,"PIN 1BOW.27.101",3401,12645,480,"EU","15","3",26.2,36,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1754,"PIN 1BOW.27.101",5043,12645,472,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,11,1.4879021865419,"4","4"
"UIS",1837,"PIN 1BOW.27.101",4026,12645,499,"EU","30","4",50,59.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,8,1.08211068112138,"3","4"
"UIS",1745,"PIN 1BOW.27.101",4822,12645,467,"EU","03","2",25.8,116,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1818,"PIN 1BOW.27.101",2962,12645,477,"EU","12","3",35.8,43.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,6,0.811583010841037,"3","4"
"UIS",1803,"PIN 1BOW.27.101",3739,12645,491,"EU","26","1",6.4,15.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,17,2.29948519738294,"4","4"
"UIS",1768,"PIN 1BOW.27.101",2672,12645,476,"EU","11","1",7.2,18.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,4,0.541055340560691,"4","4"
"UIS",1792,"PIN 1BOW.27.101",3604,12645,483,"EU","18","2",21,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"2","4"
"UIS",1788,"PIN 1BOW.27.101",3557,12645,482,"EU","17","1",9.6,19,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1725,"PIN 1BOW.27.101",1814,12645,463,"EU","01","1",5.2,11.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,45,6.08687258130778,"2","4"
"UIS",1772,"PIN 1BOW.27.101",3028,12645,478,"EU","13","1",4.8,14.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1803,"PIN 1BOW.27.101",3723,12645,491,"EU","26","1",6.4,15.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1805,"PIN 1BOW.27.101",3801,12645,491,"EU","26","3",24.4,63.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"3","4"
"UIS",1820,"PIN 1BOW.27.101",3124,12645,477,"EU","12","5",51.4,91.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,8,1.08211068112138,"3","4"
"UIS",1774,"PIN 1BOW.27.101",3057,12645,478,"EU","13","3",23.6,29.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,35,4.73423422990605,"4","4"
"UIS",1729,"PIN 1BOW.27.101",2191,12645,470,"EU","05","2A (South)",10,19,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1737,"PIN 1BOW.27.101",4667,12645,464,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1804,"PIN 1BOW.27.101",3766,12645,491,"EU","26","2",15.8,24.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1739,"PIN 1BOW.27.101",4740,12645,464,"EU","02","3",25.4,46.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1841,"PIN 1BOW.27.101",4075,12645,500,"EU","31","1",3.8,14.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1760,"PIN 1BOW.27.101",5270,12645,473,"EU","08","1",13.75,19.75,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1726,"PIN 1BOW.27.101",2022,12645,463,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,4,0.541055340560691,"4","4"
"UIS",1761,"PIN 1BOW.27.101",5281,12645,473,"EU","08","2",19.75,22.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1825,"PIN 1BOW.27.101",3459,12645,480,"EU","15","5",46,55,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,0.676319175700864,"3","4"
"UIS",1755,"PIN 1BOW.27.101",5092,12645,472,"EU","07","5",48,57.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1768,"PIN 1BOW.27.101",2673,12645,476,"EU","11","1",7.2,18.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1813,"PIN 1BOW.27.101",5460,12645,474,"EU","09","1",8.6,15.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1779,"PIN 1BOW.27.101",3195,12645,479,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1826,"PIN 1BOW.27.101",3477,12645,480,"EU","15","6",55,67.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"2","4"
"UIS",1828,"PIN 1BOW.27.101",3514,12645,480,"EU","15","8",75.2,83.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,7,0.94684684598121,"4","4"
"UIS",1729,"PIN 1BOW.27.101",2189,12645,470,"EU","05","2A (South)",10,19,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1761,"PIN 1BOW.27.101",5318,12645,473,"EU","08","2",19.75,22.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,0.676319175700864,"1","4"
"UIS",1815,"PIN 1BOW.27.101",5502,12645,474,"EU","09","3",20.6,28.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1835,"PIN 1BOW.27.101",3975,12645,499,"EU","30","2",34,42.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1779,"PIN 1BOW.27.101",3189,12645,479,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"1","4"
"UIS",1817,"PIN 1BOW.27.101",2943,12645,477,"EU","12","2",28.2,35.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,29,3.92265121906501,"4","4"
"UIS",1817,"PIN 1BOW.27.101",2942,12645,477,"EU","12","2",28.2,35.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1818,"PIN 1BOW.27.101",2964,12645,477,"EU","12","3",35.8,43.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,4,0.541055340560691,"3","4"
"UIS",1766,"PIN 1BOW.27.101",5446,12645,473,"EU","08","5",40.6,58,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"2","4"
"UIS",1799,"PIN 1BOW.27.101",3691,12645,488,"EU","23","2",13.6,45,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,7,0.94684684598121,"4","4"
"UIS",1768,"PIN 1BOW.27.101",2674,12645,476,"EU","11","1",7.2,18.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1779,"PIN 1BOW.27.101",3188,12645,479,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1779,"PIN 1BOW.27.101",3194,12645,479,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1754,"PIN 1BOW.27.101",5044,12645,472,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1726,"PIN 1BOW.27.101",2021,12645,463,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1838,"PIN 1BOW.27.101",4041,12645,499,"EU","30","5",59.2,66.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1838,"PIN 1BOW.27.101",4051,12645,499,"EU","30","5",59.2,66.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1822,"PIN 1BOW.27.101",3381,12645,480,"EU","15","2",23.4,26.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,9,1.21737451626156,"3","4"
"UIS",1772,"PIN 1BOW.27.101",3027,12645,478,"EU","13","1",4.8,14.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1726,"PIN 1BOW.27.101",2020,12645,463,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1750,"PIN 1BOW.27.101",4888,12645,471,"EU","06","1",2.6,34.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1738,"PIN 1BOW.27.101",4719,12645,464,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1817,"PIN 1BOW.27.101",2941,12645,477,"EU","12","2",28.2,35.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1752,"PIN 1BOW.27.101",4960,12645,472,"EU","07","2",12,29.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1815,"PIN 1BOW.27.101",5500,12645,474,"EU","09","3",20.6,28.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"3","4"
"UIS",1754,"PIN 1BOW.27.101",5041,12645,472,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1781,"PIN 1BOW.27.101",3250,12645,479,"EU","14","4",33.6,46,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1760,"PIN 1BOW.27.101",5273,12645,473,"EU","08","1",13.75,19.75,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1726,"PIN 1BOW.27.101",2016,12645,463,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1780,"PIN 1BOW.27.101",3220,12645,479,"EU","14","3",24.8,33.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"1","4"
"UIS",1779,"PIN 1BOW.27.101",3196,12645,479,"EU","14","2",14,24.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1780,"PIN 1BOW.27.101",3221,12645,479,"EU","14","3",24.8,33.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"1","4"
"UIS",1755,"PIN 1BOW.27.101",5097,12645,472,"EU","07","5",48,57.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1730,"PIN 1BOW.27.101",2215,12645,470,"EU","05","2B (North)",17.66,20.33,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1755,"PIN 1BOW.27.101",5095,12645,472,"EU","07","5",48,57.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1751,"PIN 1BOW.27.101",4922,12645,472,"EU","07","1",3.6,12,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1793,"PIN 1BOW.27.101",3605,12645,483,"EU","18","3",37.2,38.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"2","4"
"UIS",1737,"PIN 1BOW.27.101",4671,12645,464,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1760,"PIN 1BOW.27.101",5271,12645,473,"EU","08","1",13.75,19.75,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1680,"PIN 1BOW.27.101",3259,12645,411,"STP","A","1",0,65,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"2","4"
"UIS",1738,"PIN 1BOW.27.101",4722,12645,464,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1812,"PIN 1BOW.27.101",3895,12645,494,"EU","28","1",3.4,13.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1828,"PIN 1BOW.27.101",3511,12645,480,"EU","15","8",75.2,83.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,3,0.405791505420518,"4","4"
"UIS",1809,"PIN 1BOW.27.101",3845,12645,492,"EU","27","1",2.2,17.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1729,"PIN 1BOW.27.101",2194,12645,470,"EU","05","2A (South)",10,19,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,7,0.94684684598121,"4","4"
"UIS",1738,"PIN 1BOW.27.101",4718,12645,464,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1781,"PIN 1BOW.27.101",3249,12645,479,"EU","14","4",33.6,46,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,26,3.51685971364449,"1","4"
"UIS",1786,"PIN 1BOW.27.101",3548,12645,481,"EU","16","4",43,53.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"2","4"
"UIS",1807,"PIN 1BOW.27.101",3717,12645,491,"EU","26","5",70.8,73.25,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"3","4"
"UIS",1756,"PIN 1BOW.27.101",5113,12645,472,"EU","07","6",57.4,67.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1754,"PIN 1BOW.27.101",5040,12645,472,"EU","07","4",38.8,48,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1769,"PIN 1BOW.27.101",2695,12645,476,"EU","11","2",18.6,32.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"3","4"
"UIS",1822,"PIN 1BOW.27.101",3379,12645,480,"EU","15","2",23.4,26.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1842,"PIN 1BOW.27.101",4110,12645,500,"EU","31","2",14.2,23,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1746,"PIN 1BOW.27.101",4851,12645,469,"EU","04","1",3,26.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"2","4"
"UIS",1726,"PIN 1BOW.27.101",2023,12645,463,"EU","01","2",11.8,37.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,6,0.811583010841037,"4","4"
"UIS",1783,"PIN 1BOW.27.101",3521,12645,481,"EU","16","1",9.2,25.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"2","4"
"UIS",1758,"PIN 1BOW.27.101",5220,12645,472,"EU","07","8",73.4,80.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1745,"PIN 1BOW.27.101",4827,12645,467,"EU","03","2",25.8,116,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,2,0.270527670280346,"4","4"
"UIS",1682,"PIN 1BOW.27.101",3296,12645,412,"STP","B","2",16,53,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1790,"PIN 1BOW.27.101",3559,12645,482,"EU","17","3",43.4,56.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"1","4"
"UIS",1737,"PIN 1BOW.27.101",4682,12645,464,"EU","02","1",4.4,11.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,17,2.29948519738294,"4","4"
"UIS",1750,"PIN 1BOW.27.101",4889,12645,471,"EU","06","1",2.6,34.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,23,3.11106820822397,"3","4"
"UIS",1770,"PIN 1BOW.27.101",2710,12645,476,"EU","11","3",32.8,46.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"3","4"
"UIS",1830,"PIN 1BOW.27.101",3944,12645,495,"EU","29","2",20,30,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1739,"PIN 1BOW.27.101",4742,12645,464,"EU","02","3",25.4,46.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,5,0.676319175700864,"4","4"
"UIS",1758,"PIN 1BOW.27.101",5219,12645,472,"EU","07","8",73.4,80.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,18,2.43474903252311,"3","4"
"UIS",1774,"PIN 1BOW.27.101",3056,12645,478,"EU","13","3",23.6,29.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
"UIS",1738,"PIN 1BOW.27.101",4725,12645,464,"EU","02","2",11.6,25.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.135263835140173,"4","4"
