"P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","Shape_Area","POINT_X","POINT_Y","U_TYPE","U_LBL","LEVEL_ID","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","CODE","IDENTIFY","BEGDATE","ENDDATE","N"
"1BOW.00.101",1745,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Projectile Point","Whole Projectile Point","PPT","whole projectile point",NA,NA,2
"1BOW.00.101",1748,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Projectile Point","Whole Projectile Point","PPT","whole projectile point",NA,NA,2
"1BOW.00.101",1686,12645,228,0.99,546386.5,4685603.49,"EU","1",1306,"1",7.4,17.8,"Native","Chipped Stone","Projectile Point","Whole Projectile Point","PPT","whole projectile point",NA,NA,1
"1BOW.00.101",1749,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Other Tool","Biface","BIF","biface",NA,NA,4
"1BOW.00.101",1747,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Other Tool","Drill","DRIL","drill",NA,NA,1
"1BOW.00.101",1744,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Debitage","Shatter","SHAT","shatter",NA,NA,1
"1BOW.00.101",1746,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Chipped Stone","Debitage","Utilized Flake","UTIL","utilized flake",NA,NA,1
"1BOW.00.101",1689,12645,228,0.99,546386.5,4685603.49,"EU","1",1306,"1",7.4,17.8,"Native","Ground or Rough Stone","Rough Tool","Netsinker","NETS","netsinker",NA,NA,1
"1BOW.00.101",1690,12645,228,0.99,546386.5,4685603.49,"EU","1",1306,"1",7.4,17.8,"Native","Ground or Rough Stone","Rough Tool","Pitted Stone","PTST","pitted stone",NA,NA,2
"1BOW.00.101",1743,12645,228,0.99,546386.5,4685603.49,"EU","1",1307,"2",17.8,54.4,"Native","Ground or Rough Stone","Rough Tool","Pitted Stone","PTST","pitted stone",NA,NA,4
